OBJECTID,SEGMENT,ADT,ID,STREETNAME,STREETADDRESS,FILENAME,PERCENTILESPEED85,OUTCOME,COLLECTIONTYPE,X,Y,YEAR,PRE_NTMP_ADT,POST_NTMP_ADT,PRE_NTMP_SPEED,POST_NTMP_SPEED,POINT_X,POINT_Y
2746,MESA TO E CITY LIMIT,12619,7864,TIDWELL,9214,SPD-MJR_9214_TIDWELL_11082016,44.1,SUCCESS,MAJOR THOROUGHFARE ADT,3154385.43,13875616.21,2016,,,,,-95.25839923,29.85010433
2747,ALDINE BENDER TO NORTH BELT,13733,7866,ALDINE WESTFIELD,14910,SPD-MJR_14910 ALDINE WESTFIELD_11022016,38.1,SUCCESS,MAJOR THOROUGHFARE ADT,3122455.53,13905103.89,2016,,,,,-95.356178,29.93392399
2748,CAPITOL TO TEXAS,13873,8369,SAN JACINTO,600,CBD_600_SAN_JACINTO_07102017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3122867.4,13841319.63,2017,,,,,-95.36114303,29.75857103
2749,NORTHCHASE TO NORTH FWY,22146,8717,GREENS RD,360,SPD-MJR_360_GREENS_10022017,39,SUCCESS,MAJOR THOROUGHFARE ADT,3105448.39,13910594.36,2017,,,,,-95.4093151,29.95046101
2750,MAIN TO FANNIN,5215,8318,DALLAS,1000,CBD_1000_DALLAS_06212017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3121501.05,13840027.68,2017,,,,,-95.36557386,29.75513669
2751,FANNIN TO SAN JACINTO,7101,8319,DALLAS,1100,CBD_1100_DALLAS_06192017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3121770.42,13839853.59,2017,,,,,-95.36474236,29.75463516
2752,BAGBY TO PRESTON,9133,8324,FRANKLIN,300,CBD_300_FRANKLIN_06262017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3120971.94,13843762.6,2017,,,,,-95.36687501,29.765448
2753,CONGRESS TO SMITH,6805,8326,FRANKLIN,500,CBD_500_FRANKLIN_06262017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3121991.58,13843544.68,2017,,,,,-95.36368405,29.76476187
2754,TRAVIS TO MAIN,11771,8328,FRANKLIN,900,CBD_900_FRANKLIN_06262017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3122981.12,13843046.95,2017,,,,,-95.3606154,29.76330914
2755,NW FWY TO HEMPSTEAD,14094,8837,PINEMONT,7425,SPD-MJR_7425_PINEMONT_01292018,48.0,SUCCESS,MAJOR THOROUGHFARE ADT,3076884.27,13870034.47,2018,,,,,-95.50330013,29.84135647
2756,DOWLING TO SAMPSON,6969,9294,HARRISBURG,2700,SPD-MJR_2700_HARRISBURG_05162018,38.0,SUCCESS,MAJOR THOROUGHFARE ADT,3127857.59,13838870.74,2018,,,,,-95.345664,29.751412
2757,75TH ST TO BROADWAY,7367,9296,HARRISBURG,7820,SPD-MJR_7820_HARRISBURG_05142018,37.0,SUCCESS,MAJOR THOROUGHFARE ADT,3147180.01,13831901.79,2018,,,,,-95.28549699,29.73058299
2758,CALHOUN TO MARTIN LUTHER KING,21497,9190,OLD SPANISH TRAIL,4816,SPD-MJR_4816_OLDSPANISHTRAIL_04302018,48.0,SUCCESS,MAJOR THOROUGHFARE ADT,3129676.56,13822752.99,2018,,,,,-95.34152301,29.70695298
2759,COMMERCE TO RUIZ,17374,7599,JACKSON,50,CBD_99 JACKSON_07052016,,SUCCESS,MAJOR THOROUGHFARE ADT,3125344.44,13842081.13,2016,,,,,-95.35326498,29.760452
2760,CONGRESS TO FRANKLIN,6657,7600,JACKSON,200,CBD_200 JACKSON_07052016,,SUCCESS,MAJOR THOROUGHFARE ADT,3125004.71,13841560.96,2016,,,,,-95.35438633,29.75905135
2761,WHITE HEATHER TO HIRAM CLARKE,19210,8064,FUQUA,4330,SPD-MJR_4330_FUQUA_03282017!,40.1,SUCCESS,MAJOR THOROUGHFARE ADT,3098754.69,13787761.17,2017,,,,,-95.44223947,29.61339158
2762,SOUTH FWY TO STUART,5596,8231,CHENEVERT,3500,MMD_3500_CHENEVERT_06132017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3119980.61,13832986.06,2017,,,,,-95.37105196,29.73591126
2763,JACKSON TO CRAWFORD,8031,8233,POLK,1600,CBD_1600_POLK_06122017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3122958.82,13838685.35,2017,,,,,-95.36111332,29.75132242
2764,BEAUCHAMP - MORRISON,0,8817,BAYLAND,204,!SPD_204_BAYLAND_01082018,,SUCCESS,POST-NTMP,3118503.72,13851430.46,2018,0,2256,0,26.500000,-95.37390176,29.78673505
2765,SMITH TO LOUISIANA,13420,8639,TEXAS,600,CBD_600_TEXAS_07112017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3121436.24,13842431.84,2017,,,,,-95.36554259,29.7617505
2766,GULFTON,322,7177,ROYALTON,5900,APP_5900_ROYALTON_04112016_NB,,SUCCESS,APPROACH,3088099.25,13824963.93,2016,,,,,-95.47222844,29.71654264
2767,NORTH BELT TO GREENS RD,17380,8093,IMPERIAL VALLEY,16700,SPD-MJR_16700_IMPERIAL_VALLEY_04042017,41.9,SUCCESS,MAJOR THOROUGHFARE ADT,3109699.76,13907773.01,2017,,,,,-95.39617145,29.94234686
2768,ACADEMY TO STELLA LINK,0,8828,BLUE BONNET,4027,SPD_4027_ BLUEBONNET_01082018,,SUCCESS,POST-NTMP,3098145.17,13819686.21,2017,,583,,28,-95.44109979,29.70119843
2769,BRAES BLVD TO EDLOE,0,8878,BELLFONTAINE,3738,SPD_3738_BELLFONTAINE_01222018,,SUCCESS,POST-NTMP,3099880.14,13820662.19,2017,,821,,28.500000,-95.43554353,29.70373589
2770,MEMORIAL TO KATY FWY,1794,7118,ANTOINE,700,ADT_700_ANTOINE_03212016,,SUCCESS,MAJOR THOROUGHFARE ADT,3086356.29,13848276.52,2016,,,,,-95.47550401,29.780768
2771,NAVIGATION W JCT TO SAMPSON,5517,7250,CANAL,2907,ADT_2907_CANAL_04272016,,SUCCESS,MAJOR THOROUGHFARE ADT,3128885.58,13840323.78,2016,,,,,-95.34228265,29.75531757
2772,BRIARHOME TO DARNLEY,0,7542,MANDERLY,14103,SPD_14103 MANDERLY_4062016,,SUCCESS,POST-NTMP,3036119.91,13839099.77,2016,,2802,,32.100000,-95.63463781,29.75961167
2773,BELLFONTAINE TO MARONEAL,0,8856,BRAES BLVD,6950,SPD_6950_BRAES_01092018,,SUCCESS,POST-NTMP,3099366.47,13820474.73,2017,,3946,,28.700000,-95.43717885,29.70326364
2774,LITTLE YORK TO N CITY LIMIT,5748,8134,MESA,11000,SPD-MJR_11000_MESA_05082017,48.9,SUCCESS,MAJOR THOROUGHFARE ADT,3152781.14,13884113.74,2017,,,,,-95.26260101,29.87360099
2775,GRAY TO PIERCE,3900,8684,CRAWFORD,2000,MMD_2000_CRAWFORD_08142017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3121452.2,13836654.81,2017,,,,,-95.36605799,29.7458699
2776,FANNIN TO SAN JACINTO,237,8686,BERRY,1100,MMD_1100_BERRY_08162017.pdf,0,SUCCESS,MAJOR THOROUGHFARE ADT,3117808.39,13833786.04,2017,,,,,-95.37781539,29.73829533
2777,MYKAWA TO TELEPHONE,4958,9054,ALMEDA GENOA,7150,SPD-MJR_7150_ALMEDAGENOA_03192018,47.5,SUCCESS,MAJOR THOROUGHFARE ADT,3145365.37,13791910.59,2018,,,,,-95.29520288,29.620818
2778,TELEPHONE TO MONROE,18629,9055,ALMEDA GENOA,8048,SPD-MJR_8048_ALMEDAGENOA_03192018,44.0,SUCCESS,MAJOR THOROUGHFARE ADT,3151266.38,13794000.31,2018,,,,,-95.27642947,29.62604675
2779,LAWNDALE TO HB&T RR,8044,9172,TELEPHONE,1552,SPD-MJR_1552_TELEPHONE_04252018,40.0,SUCCESS,MAJOR THOROUGHFARE ADT,3134547.25,13830353.3,2018,,,,,-95.32543501,29.72742401
2780,ANTOINE TO TC JESTER,15860,7206,LITTLE YORK,3500,ADT_3500_LITTLEYORK_04132016,,SUCCESS,MAJOR THOROUGHFARE ADT,3089127.99,13878437.64,2016,,,,,-95.46389598,29.86344199
2781,ALABONSON TO ANTOINE,13571,7207,LITTLE YORK,6100,ADT_6100_LITTLEYORK_04132016,,SUCCESS,MAJOR THOROUGHFARE ADT,3084887.8,13878255.43,2016,,,,,-95.477285,29.86329299
2782,BINGLE TO ALABONSON,39414,7208,LITTLE YORK,6302,ADT_6302_LITTLEYORK_04132016,,SUCCESS,MAJOR THOROUGHFARE ADT,3083119.35,13879129.55,2016,,,,,-95.48277899,29.86584201
2783,PEASE TO LEELAND,11339,7652,TRAVIS,1600,CBD 1600 Travis_06072016,,SUCCESS,MAJOR THOROUGHFARE ADT,3120225.8,13839068.7,2016,,,,,-95.36968486,29.75260966
2784,CONRAD SAUER & SHADOWDALE,0,7977,EDDYSTONE,10303,SPD_10303_EDDYSTONE_03212017,,SUCCESS,POST-NTMP,3062005.42,13854160.54,2017,,404,,27.900000,-95.55168837,29.79893775
2785,DALLAS TO POLK,15229,8390,SMITH,1200,CBD_1200_SMITH_07172017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3120057.35,13840632.49,2017,,,,,-95.37006254,29.75692241
2786,DREW TO TUAM ST,17521,8705,BAGBY,2800,MMD_2800_BAGBY_08212017!,0,SUCCESS,MAJOR THOROUGHFARE ADT,3116865.1,13836895.14,2017,,,,,-95.38048323,29.74692162
2787,CULLEN TO SCOTT,11995,9018,BELLFORT,4222,SPD-MJR_4222_BELLFORT_02282018,44.0,SUCCESS,MAJOR THOROUGHFARE ADT,3123083.42,13808919.03,2018,,,,,-95.36363718,29.66949264
2788,GRIGGS TO WHEELER,16750,9136,WAYSIDE,3400,SPD-MJR_3400_WAYSIDE_04232018,44.5,SUCCESS,MAJOR THOROUGHFARE ADT,3136464.85,13821657.41,2018,,,,,-95.32025798,29.70335599
2789,ALMEDA TO ARDMORE,12773,6924,MACGREGOR N,2400,ADT_2400_NMACGREGOR_01272016_WB,,SUCCESS,MAJOR THOROUGHFARE ADT,3118540.21,13824765.82,2016,,,,,-95.37639099,29.71343899
2790,REED RD TO AIRPORT,15369,6925,MARTIN LUTHER KING,9000,ADT_9000_MARTINLUTHERKING_01262016,,SUCCESS,MAJOR THOROUGHFARE ADT,3131911.84,13803181.48,2016,,,,,-95.336416,29.65296399
2791,LEY RD TO LAURA KOPPE,14143,7227,HOMESTEAD,8103,ADT_8103_HOMESTEAD_04262016,0,SUCCESS,MAJOR THOROUGHFARE ADT,3140708.22,13870457.17,2016,,,,,-95.30203803,29.83712054
2792,BRAES BAYOU TO BRAEBURN VALLEY,0,7562,OLD HAVEN,7822,SPD_7822_OLDHAVEN_04042016,,SUCCESS,POST-NTMP,3074167.63,13810990.07,2016,,136,,22,-95.51741065,29.67927913
2793,CRAWFORD TO JACKSON,14260,7726,PEASE,1600,CBD_1600 PEASE_08012016,,SUCCESS,MAJOR THOROUGHFARE ADT,3122244.01,13837583.37,2016,,,,,-95.36347295,29.74835455
2794,ELYSIAN TO EASTEX FWY,7004,6880,COLLINGSWORTH,2001,ADT_2001_COLLINGSWORTH_02172016,,SUCCESS,MAJOR THOROUGHFARE ADT,3126562.59,13854191.16,2016,,,,,-95.34823587,29.7936338
2795,JENSEN TO ALDINE WESTFIELD,4594,7150,PARKER,2509,SPD_2509_PARKER_03282016_WBT,43.2,SUCCESS,MAJOR THOROUGHFARE ADT,3126460.37,13878141.45,2016,,,,,-95.34619924,29.85947266
2796,GLEN ROCK TO RIDGEWAY,2882,7575,NUNN,6506,SPD_6506_NUNN_05242016,35.1,SUCCESS,PRE-NTMP,3140296.09,13809738.91,2016,,,,,-95.30937998,29.6702637
2797,CONRAD SAUER & SHADOWDALE,0,7976,EDDYSTONE (EAST OF SPEEDHUMP),10210,SPD_10210_EDDYSTONE_03272017,,SUCCESS,POST-NTMP,3062474.03,13854182.81,2017,,448,,28.500000,-95.55020941,29.79896096
2798,MCKINNEY TO WALKER,5628,8180,AUSTIN,900,CBD_900_AUSTIN_05302017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3122866.81,13840087.85,2017,,,,,-95.36126566,29.75518531
2799,GREENGLADE TO PLUMBROOK,3696,9250,LEAWOOD,10219,ADT_10219_LEAWOOD_05062018,,SUCCESS,LOCAL STREET ADT,3054877.12,13805267.89,2018,,,,,-95.57866344,29.6651152
2800,ELLA BLVD TO ROSSLYN,14962,8928,PINEMONT,3522,SPD-MJR_3522_PINEMONT_01312018,49.0,SUCCESS,MAJOR THOROUGHFARE ADT,3098967.31,13870624.94,2017,,,,,-95.43361898,29.84114601
2801,HOMESTEAD TO N WAYSIDE,19686,7862,TIDWELL,7320,SPD-MJR_7320_TIDWELL_11082016,45.6,SUCCESS,MAJOR THOROUGHFARE ADT,3141421.67,13874625.26,2016,,,,,-95.29937287,29.84851476
2802,LAMONTE TO RAILROAD,11586,8992,WATONGA,3900,RR_3900_WATONGA_02122018,,SUCCESS,RAILROAD,3091126.84,13864710.5,2018,,,,,-95.45890365,29.82554417
2803,BELLFORT TO PERSHING,3755,9243,JUTLAND,7900,SPD_7900_JUTLAND_05072018,38.0,SUCCESS,MAJOR THOROUGHFARE ADT,3128355.9,13809623.05,2018,,,,,-95.346973,29.670976
2804,MARKET TO EAST FWY,14119,9259,MCCARTY,773,SPD-MJR_773_MCCARTY_05162018,40.0,SUCCESS,MAJOR THOROUGHFARE ADT,3147152.54,13847990.78,2018,,,,,-95.28397299,29.77480801
2805,LEAWOOD TO AMBLEWOOD,1330,7264,HEROLD SQUARE,11501,SPD_11501_HERALDSQUARE_02152016,33.4,SUCCESS,PRE-NTMP,3054458.41,13810790.73,2016,,,,,-95.57947278,29.68033059
2806,FANNIN TO SAN JACINTO,8353,7689,GRAY,1100,MMD_1100 GRAY WB_08092016,,SUCCESS,MAJOR THOROUGHFARE ADT,3120149.66,13837360.8,2016,,,,,-95.37009174,29.74792167
2807,TIDWELL TO MPRR,7366,8144,WAYSIDE,9900,SPD-MJR_9900_NWAYSIDE_05152017,52.2,SUCCESS,MAJOR THOROUGHFARE ADT,3146677.52,13876628.48,2017,,,,,-95.28260068,29.85356241
2808,LAMAR TO DALLAS,18156,8389,SMITH,1100,CBD_1100_SMITH_07172017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3120288.4,13840993.01,2017,,,,,-95.36929943,29.75789365
2809,MCKINNEY TO LAMAR,18214,8440,LA BRANCH,1000,CBD_1000_LABRANCH_07032017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3122986.7,13839649.07,2017,,,,,-95.36093101,29.75396899
2810,SOUTH BELT TO CHIMNEY ROCK ROCKWELL,10611,8067,FUQUA,6427,SPD-MJR_6400_FUQUA_03282017!,46.6,SUCCESS,MAJOR THOROUGHFARE ADT,3086657.53,13783297.87,2017,,,,,-95.48071794,29.60212904
2811,EAST FWY TO WALLISVILLE,13170,8146,WAYSIDE,1905,SPD-MJR_1905_NWAYSIDE_05162017,43.09,SUCCESS,MAJOR THOROUGHFARE ADT,3144660.8,13849998.53,2017,,,,,-95.29162299,29.78054399
2812,FRANKLIN TO COMMERCE,9694,8523,TRAVIS,100,CBD_100_TRAVIS_07262017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3122923.76,13843270.74,2017,,,,,-95.36077416,29.76392918
2813,LEELAND TO BELL,13635,8535,TRAVIS,1500,CBD_1500_TRAVIS_07252017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3120409.44,13839340.82,2017,,,,,-95.36907977,29.75334196
2814,REED RD TO AIRPORT,22923,440,CULLEN,10012,0440,,SUCCESS,MAJOR THOROUGHFARE ADT,3125840.23,13802714.41,2012,,,,,-95.35556896,29.65220175
2815,OLD HUMBLE TO EASTEX FWY,6787,45,ALDINE BENDER,6127,0045,42.3,SUCCESS,MAJOR THOROUGHFARE ADT,3141262.33,13904507.62,2009,,,,,-95.29689098,29.93066098
2816,W LITTLE YORK TO VICTORY,2641,331,CARVER,7517,0331,,SUCCESS,MAJOR THOROUGHFARE ADT,3094586.12,13880864.24,2010,,,,,-95.44645098,29.86965701
2817,FUQUA TO ANDERSON,20962,1288,POST OAK RD S,15077,1288,,SUCCESS,MAJOR THOROUGHFARE ADT,3091621.83,13785608.88,2011,,,,,-95.46488299,29.60807001
2818,N MAIN TO YALE,11848,1764,20TH ST E,300,1764,,SUCCESS,MAJOR THOROUGHFARE ADT,3111566.58,13857498.24,2010,,,,,-95.395172,29.80400301
2819,ATWELL TO BRAESMONT,636,7034,BIRDWOOD,5430,SPD_5430_BIRDWOOD_12082015,30.2,SUCCESS,PRE-NTMP,3085747.31,13812231.03,2015,,,,,-95.48084166,29.68173721
2820,MAXEY RD TO EAST FWY,24660,9228,FEDERAL,918,SPD-MJR_918_FEDERAL_05082018,44.6,SUCCESS,MAJOR THOROUGHFARE ADT,3168373.81,13848434.16,2018,,,,,-95.21706799,29.77415601
2821,BRAZOS TO I-45,7093,9317,JEFFERSON,400,CBD_400_JEFFERSON_06052018,0,SUCCESS,MAJOR THOROUGHFARE ADT,3118790.21,13839437.56,2018,,,,,-95.37417101,29.753746
2822,BRAZOS TO SMITH,11630,9490,ST JOSEPH PKWY,500,CBD_500_STJOSEPHPKWY_07302018,0,SUCCESS,MAJOR THOROUGHFARE ADT,3118829.4,13839003.29,2018,,,,,-95.37408998,29.75254898
2823,TRAVIS TO MILAM,671,9477,COMMERCE,800,CBD_800_COMMERCE_07242018,0,SUCCESS,MAJOR THOROUGHFARE ADT,3122862.74,13843501.6,2018,,,,,-95.36094375,29.76456896
2824,MCKINNEY TO LAMAR,15864,9547,FANNIN,1000,CBD_1000_FANNIN_08152018,0,SUCCESS,MAJOR THOROUGHFARE ADT,3121892.49,13840392.86,2018,,,,,-95.364305,29.75610701
2825,WHEELER TO SOUTHWEST FWY ON RAMP,9166,1890,SAN JACINTO,4400,M106,,SUCCESS,MAJOR THOROUGHFARE ADT,3116586.92,13831605.05,2012,,,,,-95.38187514,29.73240438
2826,CHENEVERT TO HAMILTON,169,1894,STUART,1800,M110,,SUCCESS,MAJOR THOROUGHFARE ADT,3120251.61,13833188.74,2012,,,,,-95.37017862,29.73644524
2827,FANNIN TO SAN JACINTO,83,1909,WINBERN,1100,M125,,SUCCESS,MAJOR THOROUGHFARE ADT,3117677.88,13833575.6,2012,,,,,-95.37824698,29.737728
2828,PIERCE TO ST JOSEPH PKWY,2849,1912,AUSTIN,1900,C003,,SUCCESS,MAJOR THOROUGHFARE ADT,3121114.58,13837364.33,2012,,,,,-95.36705199,29.74784899
2829,JEFFERSON TO SPUR 527,4445,1918,BRAZOS,1800,C009,0,SUCCESS,MAJOR THOROUGHFARE ADT,3118779.03,13839255.67,2012,,,,,-95.374224,29.75324699
2830,AUSTIN TO SAN JACINTO,7489,1928,COMMERCE,1200,C019,,SUCCESS,MAJOR THOROUGHFARE ADT,3124048.3,13842745.42,2012,,,,,-95.35728298,29.76238898
2831,PIERCE TO ST JOSEPH PKWY,3621,1934,CRAWFORD,1900,C025,,SUCCESS,MAJOR THOROUGHFARE ADT,3121667.35,13837005.33,2012,,,,,-95.36534598,29.74681499
2832,CAROLINE TO SAN JACINTO,13124,1942,FRANKLIN,1200,C033,,SUCCESS,MAJOR THOROUGHFARE ADT,3123825.98,13842494.38,2012,,,,,-95.358008,29.761718
2833,PIERCE TO ST JOSEPH PKWY,12834,1945,HAMILTON,1900,C036,,SUCCESS,MAJOR THOROUGHFARE ADT,3122516.12,13836489.65,2012,,,,,-95.36272301,29.74532499
2834,SAN JACINTO TO CAROLINE,8803,1949,JEFFERSON,1200,C040,,SUCCESS,MAJOR THOROUGHFARE ADT,3120921.05,13838055.01,2012,,,,,-95.367594,29.74976399
2835,PIERCE TO ST JOSEPH PKWY,6964,1953,LA BRANCH,1900,C044,,SUCCESS,MAJOR THOROUGHFARE ADT,3121389.38,13837184.78,2012,,,,,-95.36620398,29.74733199
2836,CAROLINE TO SAN JACINTO,7667,1965,MCKINNEY,1200,C056,,SUCCESS,MAJOR THOROUGHFARE ADT,3122408.57,13840222.27,2012,,,,,-95.36269599,29.75559399
2837,CHARTRES TO HAMILTON,3199,1979,PRESTON,1900,C070,,SUCCESS,MAJOR THOROUGHFARE ADT,3125465.75,13840644.58,2012,,,,,-95.35302399,29.756493
2838,PATTERSON TO WASHINGTON,1056,2012,PATTERSON,900,5025,,SUCCESS,APPROACH,3108468.28,13845130.1,2012,,,,,-95.40613504,29.77026908
2839,,5246,2014,WASHINGTON,4500,5024,,SUCCESS,APPROACH,3108558.44,13845214.66,2012,,,,,-95.40584279,29.77049389
2840,,11453,2017,NAVIGATION,4400,5030,,SUCCESS,APPROACH,3133260.48,13839578.1,2012,,,,,-95.32857506,29.75289103
2841,SMITH TO LOUISIANA,7622,2133,PRESTON,600,5155,,SUCCESS,MAJOR THOROUGHFARE ADT,3121789.04,13843020.6,2012,,,,,-95.36437348,29.76333866
2842,HAMILTON TO CHENEVERT,8355,2146,POLK,1800,5197,,SUCCESS,MAJOR THOROUGHFARE ADT,3123493.31,13838337.7,2012,,,,,-95.35946378,29.7503211
2843,FANNIN TO MAIN,6616,2152,POLK,1000,5204,,SUCCESS,MAJOR THOROUGHFARE ADT,3121285.31,13839778.86,2012,,,,,-95.36627783,29.7544712
2844,EB 20TH STREET,6463,2043,TC JESTER E,1600,5048,,SUCCESS,APPROACH,3101925.84,13856348.85,2012,,,,,-95.4256673,29.8016573
2845,FANNIN TO MAIN,7896,2110,WALKER,1000,5163,,SUCCESS,MAJOR THOROUGHFARE ADT,3122016.29,13840885.19,2012,,,,,-95.36386678,29.75744968
2846,MILAM TO LOUISIANA,11306,2112,WALKER,700,5160,,SUCCESS,MAJOR THOROUGHFARE ADT,3121137.57,13841428.18,2012,,,,,-95.36658176,29.75901728
2847,AMBER TO LINDALE,3640,2049,FULTON,6700,5058,,SUCCESS,SPECIAL,3118816.96,13862812.15,2012,,,,,-95.37180171,29.81799264
2848,SAN JACINTO TO FANNIN,7043,2055,COMMERCE,1100,5064,,SUCCESS,MAJOR THOROUGHFARE ADT,3123770.12,13842924.12,2012,,,,,-95.35814181,29.76290399
2849,LOUISIANA TO SMITH,10740,2073,RUSK,600,5108,,SUCCESS,MAJOR THOROUGHFARE ADT,3121054.26,13841891.9,2012,,,,,-95.36679881,29.76029901
2850,LOUISIANA TO MILAM,9229,2075,RUSK,700,5109,,SUCCESS,MAJOR THOROUGHFARE ADT,3121342.53,13841699.73,2012,,,,,-95.3659095,29.75974617
2851,MAIN TO TRAVIS,6856,2114,WALKER,900,5162,,SUCCESS,MAJOR THOROUGHFARE ADT,3121717.88,13841060.5,2012,,,,,-95.36478966,29.75795706
2852,CRAWFORD TO LA BRANCH,3867,2122,MCKINNEY,1500,5168,,SUCCESS,MAJOR THOROUGHFARE ADT,3123302.19,13839716.04,2012,,,,,-95.35993062,29.75412607
2853,CRAWFORD TO JACKSON,4195,2170,TEXAS,1600,5136,,SUCCESS,MAJOR THOROUGHFARE ADT,3124213.12,13840650.89,2012,,,,,-95.35696935,29.75661769
2854,GESSNER TO LAZY OAKS,473,2363,LAZY OAKS,10000,5372,,SUCCESS,APPROACH,3064291.51,13854342.03,2012,,,,,-95.54446657,29.79925109
2855,CAPITOL TO RUSK,9882,2388,LA BRANCH,700,5425,,SUCCESS,MAJOR THOROUGHFARE ADT,3123538.8,13840508.76,2012,,,,,-95.35910752,29.75628476
2856,DALLAS TO POLK,10710,2392,LA BRANCH,1200,5429,,SUCCESS,MAJOR THOROUGHFARE ADT,3122625.51,13839110.49,2012,,,,,-95.36212158,29.7525195
2857,JEFFERSON TO ST JOSEPH PKWY,6790,2398,LA BRANCH,1800,5435,,SUCCESS,MAJOR THOROUGHFARE ADT,3121565.45,13837444.64,2012,,,,,-95.36562394,29.74803122
2858,MAIN TO TRAVIS,5585,2190,PRAIRIE,900,5144,,SUCCESS,MAJOR THOROUGHFARE ADT,3122447.69,13842193.6,2012,,,,,-95.36237954,29.76100919
2859,TRAVIS TO MILAM,7913,2191,PRAIRIE,800,5145,,SUCCESS,MAJOR THOROUGHFARE ADT,3122162.61,13842381.87,2012,,,,,-95.36325918,29.76155106
2860,LOUISIANA TO SMITH,9199,2195,PRAIRIE,600,5147,,SUCCESS,MAJOR THOROUGHFARE ADT,3121581.67,13842757.65,2012,,,,,-95.36505252,29.76263362
2861,AUSTIN TO LA BRANCH,387,2200,CLAY,1400,5258,,SUCCESS,MAJOR THOROUGHFARE ADT,3122212.33,13838786.91,2012,,,,,-95.36345482,29.75166541
2862,AVENDA DE LAS AMERICAS TO CRAWFORD,1683,2202,LAMAR,1600,5211,,SUCCESS,MAJOR THOROUGHFARE ADT,3123243.73,13838923.07,2012,,,,,-95.36019254,29.75195145
2863,AUSTIN TO LA BRANCH,4881,2204,LAMAR,1400,5213,,SUCCESS,MAJOR THOROUGHFARE ADT,3122783.39,13839585.92,2012,,,,,-95.36157764,29.7538128
2864,SMITH TO LOUISIANA,9165,2217,PIERCE,600,5261,,SUCCESS,MAJOR THOROUGHFARE ADT,3118946.93,13838644.82,2012,,,,,-95.37375478,29.75155364
2865,CRAWFORD TO LA BRANCH,14317,2237,JEFFERSON,1500,5234,0,SUCCESS,MAJOR THOROUGHFARE ADT,3121778.27,13837491.42,2012,,,,,-95.36494899,29.74814162
2866,CHENEVERT TO HAMILTON,14429,2213,PIERCE,1800,5272,,SUCCESS,MAJOR THOROUGHFARE ADT,3122301.9,13836369.52,2012,,,,,-95.36340953,29.74501311
2867,WEST BELLFORT TO LAKES OF 610,5533,2240,WEST BELLFORT,2500,5150,,SUCCESS,APPROACH,3105594.01,13809687.32,2012,,,,,-95.41861146,29.67308843
2868,CHENEVERT TO HAMILTON,11549,2245,JEFFERSON,1800,5237,,SUCCESS,MAJOR THOROUGHFARE ADT,3122611.82,13836941.83,2012,,,,,-95.36237725,29.74655971
2869,CRAWFORD TO LA BRANCH,17821,2255,PEASE,1500,5247,,SUCCESS,MAJOR THOROUGHFARE ADT,3121956.77,13837767.99,2012,,,,,-95.36435964,29.74888657
2870,CRAWFORD TO JACKSON,11441,2256,PEASE,1600,5248,,SUCCESS,MAJOR THOROUGHFARE ADT,3122244.01,13837583.37,2012,,,,,-95.36347295,29.74835455
2871,PEASE TO JEFFERSON,19841,2272,SMITH,1700,5326,,SUCCESS,MAJOR THOROUGHFARE ADT,3119242.05,13839385.91,2012,,,,,-95.37275272,29.7535655
2872,BRAZOS TO BAGBY,13806,2282,LAMAR,400,5221,,SUCCESS,MAJOR THOROUGHFARE ADT,3119930.66,13841441.05,2012,,,,,-95.37038257,29.7591557
2873,MILAM TO TRAVIS,9617,2288,DALLAS,800,5292,,SUCCESS,MAJOR THOROUGHFARE ADT,3120917.31,13840408.09,2012,,,,,-95.36737548,29.75623219
2874,LOUISIANA TO SMITH,15991,2311,ST JOSEPH PKWY,600,5310,,SUCCESS,MAJOR THOROUGHFARE ADT,3119101.39,13838841.11,2012,,,,,-95.37324905,29.75208001
2875,MCKINNEY TO WALKER,15162,2337,SAN JACINTO,900,5393,,SUCCESS,MAJOR THOROUGHFARE ADT,3122330.81,13840465.33,2012,,,,,-95.36291713,29.75626873
2876,TEXAS TO PRAIRIE,6965,2233,BAGBY,500,5281,0,SUCCESS,MAJOR THOROUGHFARE ADT,3120818.75,13842987.72,2012,,,,,-95.36743347,29.76333119
2877,RUSK TO WALKER,15275,2264,SMITH,800,5318,,SUCCESS,MAJOR THOROUGHFARE ADT,3120835.65,13841847.1,2012,,,,,-95.36749188,29.76019454
